71c40736-03a1-42c9-9228-783afaa9365c	0	Xxy	40000
5e9cf9b1-ee30-4219-a95a-47ec18b84d6c	1	Bar	10000
cffd6244-4a04-45a3-a60d-8b9fed448d3a	2	Bar	40000
bd0f81ed-f54b-4439-af73-857ffc2c1668	3	Bar	20000
f81e4d92-8ad5-40e2-85b1-226e4217001d	4	Foo	10000
d16ca21d-4cf9-4599-87a0-8dc65575e1dd	5	Ran	10000
11fc9750-9ce2-40ee-a08f-6edac966affa	6	Xxy	40000
5e0fcc3b-a372-40e8-91c0-1c4f0601f586	7	Bazz	10000
0fd4070d-3db6-4521-9d73-974deca73b58	8	Bazz	20000
9216d86f-5214-44c0-97b0-28449d69ea96	9	Bar	40000
16c5e00c-f085-45f0-9bb4-b3ffaf683e95	10	Bazz	20000
b4e6f565-216d-4be0-add4-fed17413057f	11	Ran	20000
d67f9d7c-d62d-4793-ae92-4abbf6a219f8	12	Bar	20000
968fbcde-504e-40e8-9c0a-4ccf155171a0	13	Bar	25000
0aa37356-5015-493b-a0cb-4eff041dd668	14	Bar	25000
7919e07e-9510-4c62-a182-6bd8ce9436d9	15	Bar	40000
6dfdd8f7-b5d1-42b9-a696-737d84d17850	16	Xxy	10000
2084431d-cf6d-466b-a3b9-2792b148061d	17	Bar	25000
f6f04dbd-6bd3-4c2e-83c3-31f700b3d91c	18	Xxy	10000
55dd0134-db5b-4b38-93c6-b002547d8a4f	19	Foo	40000
de5b446f-ab23-4016-ae23-fc110ecd0f2e	20	Foo	25000
107bc6f0-c07b-4230-81a4-ac237fee8a79	21	Bar	25000
99cebaa9-9141-45b5-9ca8-cf404a4f4be4	22	Ran	10000
ed596e6a-a477-440c-9695-9fca5fe169fe	23	Bazz	20000
1caeddd3-5fec-4475-84cc-67817df4bca1	24	Foo	40000
514bb96f-a7a5-47b1-9478-b67c8fc99240	25	Bar	10000
7fb7187b-f7bf-4ceb-b173-ae7171d9ac77	26	Bazz	20000
a79d95ea-368a-49eb-b9d7-fd082156db6b	27	Bazz	25000
0219fe32-804e-44ed-93c1-9c2569242f34	28	Xxy	25000
edb84605-b7dd-4209-b95b-b4e2ef612bf6	29	Xxy	20000
2b216072-6330-4096-993e-f6d8749b053d	30	Bar	10000
195c2072-1110-4039-9839-cba64697122a	31	Bazz	40000
b615f888-629b-4ebb-b30a-50c90c8d48bd	32	Bar	20000
74a2679e-b4e9-4a8e-9f9c-82cb0da59ae0	33	Xxy	20000
e352882a-2c20-4d41-aa01-9c7784c365d8	34	Bar	40000
75dc2a7a-70ef-4050-b756-b50b8eeb2fed	35	Xxy	40000
4c9f9f9b-5ae6-47cc-90fe-d0c8a90bf2d5	36	Bar	25000
a0dc0821-9852-42d2-b270-f594d4d4110b	37	Ran	10000
6f214dc5-ec9c-4ed9-b198-ee74b5154b68	38	Bar	20000
acf17675-01cb-4c46-bf5f-bd80168712f4	39	Xxy	10000
8c896e4b-f0c7-4b2d-a0ad-224a96725f45	40	Ran	10000
ed7aed27-73b1-4d96-be12-4783e4073bc1	41	Ran	20000
5df85e3d-bd52-45a6-a57b-cda54cbce0d5	42	Bar	40000
b29f0e2a-e121-476f-83ac-0e1ee9e9b248	43	Bar	20000
2bb5e6d2-8e95-478d-86e4-1641b1bffbdf	44	Xxy	20000
6f84eef9-d2d4-4a3c-946c-b168777c8f50	45	Bazz	40000
2631b647-6a3a-475b-afdb-84f6ff2bf5d6	46	Bar	25000
4c02c841-a230-49f2-8ef4-5a355a009615	47	Bazz	10000
69eec419-812f-40c0-9eb8-fd551873832c	48	Ran	10000
65cdbf45-792a-4a2b-9b9a-8e46800503f3	49	Ran	20000
6643bafa-bf89-41ae-bb4a-eef9ce01467b	50	Bazz	20000
0c6517c2-a6db-42f1-af53-3eab9bb30756	51	Foo	10000
51d2347b-b556-4498-88a2-50efd8ff1e35	52	Bazz	20000
31427bb2-ee73-4a53-bdcf-fbb03744f597	53	Bazz	25000
d2abc4b3-259f-4d47-9e46-0c9d41a515cb	54	Xxy	20000
2ed5627c-f469-4b29-959a-b90a7d6c8055	55	Bazz	10000
47ff3e5d-d0bd-4696-b799-e8cdab88af8d	56	Foo	20000
85f5b62c-1bfa-474a-baff-8eed38555e25	57	Bar	10000
c7035bfe-fd88-4a88-97fb-cb88c2d5dc58	58	Bazz	40000
d3d970fa-b719-445b-8aaf-7265dd77b56d	59	Bazz	40000
6c5363d9-2a5e-4a01-8efe-33925ee6be86	60	Xxy	10000
c1050d3a-d675-4cf0-849b-d16ccbe8204f	61	Bar	10000
604789fb-71a7-48b9-9ab4-d6d85ccb74eb	62	Foo	10000
202561ab-6591-4d36-abe8-62597b3af101	63	Bar	20000
f8f903a3-a191-40d8-b8f0-a50fae47e539	64	Bazz	10000
e86c0411-0c2d-43ff-96c3-6418f5b73fca	65	Foo	10000
08a76f7b-f9d4-48c4-b5a1-5930231d547d	66	Xxy	20000
24c08a62-5c84-470a-bee0-97b85f19b0ec	67	Bazz	10000
f7890021-528c-4ee4-aab2-03b77079abbe	68	Foo	10000
983f7f2b-b677-43cb-8b11-f732cafbfe4b	69	Foo	10000
e9d2b57d-57bf-46f1-96b8-6269407ee16f	70	Foo	25000
d02daca1-4a0c-4103-81d5-ebcc63a285d2	71	Bazz	10000
0189f49c-12c1-4722-8819-e942eb74aad7	72	Bar	10000
29651b0a-8bdf-4ef7-bf72-d2c2370b81f1	73	Bazz	40000
bb5910cd-6edd-43b5-acaa-c58ce77ef6cb	74	Bar	40000
5da33876-19b8-449b-9865-8a296a8a5c87	75	Ran	25000
a4999146-ebaa-45f5-9e66-31cab53cab19	76	Foo	20000
938b0699-5aef-4b9b-bf54-5b17108287b8	77	Ran	10000
4d7e14de-9924-49dd-b1ae-8c96295e992c	78	Bazz	25000
cdf2f0f3-bea8-4161-8076-a6c76c5e33b2	79	Bazz	25000
2c6fe8bb-5183-4c29-809c-8490ccd9839d	80	Foo	10000
f26205a6-0d9f-4d5e-8a97-3c8b020843ec	81	Xxy	25000
3856cc8d-38d2-493a-ac8f-bd7955b30668	82	Bazz	20000
d5538e1c-344d-4704-a0d0-f8a0aedc50b1	83	Foo	25000
f6dc5653-bbc1-4ab7-8abb-d92f3de3d152	84	Bar	25000
32b3c42b-3106-48b1-a822-19a7a9371aab	85	Foo	10000
2ddd2120-ebd2-421a-96b4-634734b19c95	86	Foo	10000
908a5a98-2f65-4596-88cb-9d456186cc98	87	Ran	20000
704320be-3c48-48f7-99a5-cef6a522f4ed	88	Bar	10000
e2c4e750-cd40-4515-8b9f-30b75a98ee6d	89	Bar	10000
bcd4616a-974b-4ef3-bcf7-c05ef3a860ff	90	Xxy	20000
78b41c0c-fc3f-4502-a7e7-043bc53db939	91	Xxy	40000
78e41343-c170-45e7-9e5c-8c49c9635184	92	Bazz	25000
9dc6f5c5-299b-431a-b8d1-8ffbe2e3a1ab	93	Bar	20000
a0833383-e6ee-4db7-afd4-4ccc4a176608	94	Bazz	25000
2cc20baa-7014-4319-8303-9fec6fc98c23	95	Ran	10000
8fb7b625-b2bf-4785-b13d-3d4ac158af08	96	Ran	10000
dddce101-ec79-480f-b9f8-369468e1284f	97	Xxy	10000
c25bcc54-6684-4e0d-8a0b-2fcbeb609c83	98	Xxy	10000
6747f3c1-a0b6-490b-956c-1754a4edb4c2	99	Ran	25000
e4a6015e-78a2-4803-8540-d4a21d05ed3b	100	Bazz	20000
68d56620-c081-4524-92b0-98d215b3642f	101	Bazz	40000
3a3f90a9-ff7e-451c-823e-0888401571d3	102	Bar	20000
1f302b24-aa14-4704-9513-bed0d09fc03f	103	Bazz	25000
a716d8b0-5314-4519-98ce-fc2fdb42ba65	104	Ran	20000
ea05f4d7-0f49-4e2e-81c4-ee8a0d21f4e7	105	Xxy	10000
f8618986-49ca-41c4-a503-527419bd4c14	106	Bar	25000
b4d24456-f338-4504-a38b-3897141b89b1	107	Bazz	25000
5519ef7f-5625-4bb2-9105-a5881fb914ba	108	Bazz	20000
d75a83b5-cd27-42f7-b1e3-1fa218b2c487	109	Bazz	20000
ddaa7870-6cc0-4c8a-ba3d-9efcf91968ed	110	Foo	20000
c514df4b-b95d-4c00-9667-8b98b3bb5e2d	111	Ran	25000
82ae1229-c756-488c-b720-00b801f28e1d	112	Foo	40000
e2c49aa7-b1bf-4a14-bc65-2f5302d214ef	113	Bar	25000
dc8b9350-f014-4fc8-9de2-e51261d63f95	114	Xxy	40000
defbc348-b0fb-4b85-aeb1-3c192852200f	115	Foo	40000
e8817cde-f93c-40f2-8d95-3f7392b1d557	116	Bar	25000
a153b9b4-7138-4f3b-9872-881460f676d5	117	Xxy	10000
141b5d88-6d8e-4394-b6aa-f608859cc890	118	Xxy	25000
51a6f848-a8d6-4363-aeb1-4b489cdf761b	119	Foo	25000
435a3445-0ffb-4133-beb8-ff134a8ee2e7	120	Bar	40000
689fa93e-9c4d-4639-9c0a-9740e50fbfff	121	Xxy	40000
4f3124e1-48ff-4428-99a2-b4c7c396c833	122	Xxy	10000
fa99df9c-3829-4dce-bdfe-9d067562689b	123	Bar	25000
7b8323ce-a229-4135-94b7-8b352775500b	124	Ran	40000
045439ee-5ae8-4b46-b165-d1fcdee8e787	125	Ran	20000
c327d271-3754-42a8-be97-c29c89b2fe0c	126	Xxy	40000
59c8a563-5ff5-4394-adb4-b7763375752a	127	Bazz	10000
af852cdc-a4d0-4aaf-ad5d-7ffc9ef60566	128	Bar	25000
bc40e15e-7eae-4aae-931e-d5ffc49c5725	129	Ran	20000
8633b618-d79c-4b4b-af4b-ea07f5215fcd	130	Bazz	10000
d6fce63d-c65e-40c4-a30b-5d49ec51c84b	131	Xxy	25000
6fb04cab-f498-4a91-b933-6de045bb9120	132	Bar	10000
1e47c302-2943-4b40-ad33-21eef5c210de	133	Bazz	20000
eebc5888-0ed0-4e70-8d21-1f2cf06da18c	134	Bar	20000
0c598e43-d869-4bb0-adc8-14390daad3fe	135	Xxy	25000
3e84fd8d-546e-4ec8-9d45-efca5204ffdf	136	Bazz	25000
7b85139e-a23f-4c60-831b-bc3bdeb4dcc5	137	Foo	25000
344c1451-9729-4dc4-beae-41ae2996fa53	138	Xxy	25000
0b008b62-cbf6-4b8d-aef8-8352bea45e35	139	Xxy	25000
383e2362-bf66-43b7-8751-e64c6984cdc6	140	Bazz	25000
ad223d3a-1deb-46eb-b89c-081a5c05758a	141	Bar	40000
e6e888d0-9628-46bd-8f72-46b4f20b021e	142	Bazz	10000
035238cd-0122-41a5-9dc0-eb35f5829719	143	Xxy	40000
de276c3e-a3ef-46ab-9d4d-743eba9c21cb	144	Ran	10000
9ad8cf9d-5ce4-4e17-a352-56f15d25d474	145	Ran	25000
c3279db5-9823-4de0-8804-becebf9adbc6	146	Foo	40000
a4912419-ee0c-45ec-8443-531b1f8ad639	147	Xxy	10000
6179f05d-d188-47ea-9f5e-6c0c2bd2961c	148	Bazz	25000
38876d7d-a96a-47d4-beee-3c05aecdf46a	149	Bazz	40000
6adedd2e-44c4-447f-9a7e-4d73cd653e14	150	Ran	40000
bedc71e3-0737-48b8-a30b-9c797c5eb52b	151	Bazz	40000
c9e094e1-93c6-4917-9338-c0a4bbc0b43e	152	Foo	20000
ed24d3e2-8533-49c9-8143-62aa9c7797bd	153	Ran	25000
64933060-ffae-4bbd-837f-d6eec11a8a42	154	Bar	40000
8150a5a2-067f-4f72-ae29-98d52b2f353b	155	Ran	25000
6863038f-2579-43c3-b1ac-943f39e0f363	156	Xxy	25000
0fff58d3-0f40-48a3-b294-2f643c5b4dcf	157	Bar	20000
9ffbc2ec-01af-48d2-8819-bf963ccd2a5b	158	Bar	10000
3e796eaf-48fc-4fe5-a32f-8c28196719b0	159	Xxy	10000
f541e424-03ed-4f3f-a49b-f13ed62ec27d	160	Ran	10000
77764656-5b1a-4273-9511-fbfadff8a652	161	Foo	10000
16dfd32e-7cb4-4d82-a223-87ff2255cae0	162	Bar	40000
c80f5b8c-8412-452b-817a-bf2b36ac79f7	163	Ran	20000
361a14e1-83ee-4828-be25-4b68524ee180	164	Ran	40000
c0823413-56fd-489d-972e-8787223f2ace	165	Bar	25000
e31f85c1-be47-401c-bb19-e6a915d17476	166	Bar	10000
35cc405c-3930-4c14-9438-df06ba444982	167	Bazz	40000
82629949-09c1-44da-a388-85f0fefa4785	168	Ran	25000
a5d4a2e2-384a-410b-a5c8-e5a578b79821	169	Xxy	10000
ab927496-fc4e-459e-9465-b7a900b4b6d4	170	Bazz	40000
1cd3aae4-3ab4-4639-bd44-809584fce952	171	Ran	40000
8cec432e-1782-4039-a702-4e68cb2e6166	172	Xxy	25000
de5ff8da-c811-41d1-b0ab-f5a49778dc45	173	Bazz	20000
1d4ebbce-54fb-422f-8241-d52ed71ce827	174	Xxy	25000
e7bcfd86-ac59-495e-be84-4f54779b41a8	175	Xxy	40000
576044bb-a71a-4227-b956-1a48e7199e55	176	Bazz	10000
c78b28b3-cd20-4b03-9eb0-023c88a3252d	177	Foo	40000
ce78ff2d-574d-44a4-ba27-2ae9b29a0e2c	178	Bar	20000
be64eeea-be94-4913-b781-e62556c621fe	179	Bar	25000
49325206-40f9-49fa-b869-57c73bd2c52d	180	Foo	25000
8e3dc0fd-1eb7-486a-91fa-2987bf315461	181	Xxy	10000
1de031ca-beb6-4dea-a37a-a24204ea8f85	182	Xxy	40000
1f75738a-1beb-43e2-921a-38cf65f30433	183	Bazz	40000
960c0d9e-8c60-4bad-8b86-701bb2fa1b0b	184	Bar	20000
cd99b962-27f5-43ef-97be-d3c31ef042cf	185	Bazz	25000
74eb63a1-8900-450c-83a3-6cb89653286e	186	Xxy	10000
51e15977-e71a-4715-bc73-f87b571169c3	187	Xxy	10000
f8306443-20de-48b3-8093-c9a5e136cb8d	188	Bazz	20000
dffea208-d7a7-47fb-90c2-13eb6be84fb1	189	Bar	25000
a1edaf82-93ae-49b1-a070-217a9ee74ce3	190	Bar	10000
4f6610e0-ff04-4544-bea9-acd5b69aa131	191	Bar	20000
bddb3ad8-5986-4840-9e5a-b7fcbaf99d0a	192	Ran	40000
